Séquence,Numéro,Niveau,Nom Exercice,Vidéo,Instructions Contenu,Instructions HTML,Documentation,Correction Exercice,ChatBot,ID
0,1,Débutant,Qu'est ce que Grist ? ,https://videos.grandlyon.com/videos/embed/tQFmkEZtuLjxRRxVpCRiA3,"{""ops"":[{""insert"":""\n""}]}",<p></p>,,,https://n8n.projets.erasme.org/webhook/24be03d3-821e-461c-93a1-a79391b360ec/chat,71
0,2,Débutant,Concepts Fondamentaux ,https://videos.grandlyon.com/videos/embed/9fGYneYTJdro5hXhC3BNbx,,,,,https://n8n.projets.erasme.org/webhook/24be03d3-821e-461c-93a1-a79391b360ec/chat,70
0,3,Débutant,Type de colonne ,https://videos.grandlyon.com/videos/embed/kwNTQ49HyYiELtx3FLXpdD,,,,,https://n8n.projets.erasme.org/webhook/24be03d3-821e-461c-93a1-a79391b360ec/chat,69
1,0,Débutant,Contexte,https://videos.grandlyon.com/videos/embed/tPmHwU3PcDNgk6adTeKwJg,"{""ops"":[{""attributes"":{""size"":""large"",""bold"":true},""insert"":""Contexte général""},{""attributes"":{""header"":3},""insert"":""\n""},{""attributes"":{""size"":""large""},""insert"":""Vous êtes agent de bibliothèque et vous souhaitez organiser votre collection. Nous allons utiliser Grist ensemble pour vous aider dans cette mission. ""},{""insert"":""\n\n""},{""attributes"":{""size"":""large""},""insert"":""Dans cet atelier, nous avons déjà mis à votre disposition deux bases de données (ou jeux de données) :""},{""insert"":""\n""},{""attributes"":{""size"":""large""},""insert"":""📚 ""},{""attributes"":{""size"":""large"",""italic"":true},""insert"":""Données_Livres""},{""attributes"":{""indent"":1,""list"":""bullet""},""insert"":""\n""},{""attributes"":{""size"":""large""},""insert"":""✍️ ""},{""attributes"":{""size"":""large"",""italic"":true},""insert"":""Données_Auteurs""},{""attributes"":{""indent"":1,""list"":""bullet""},""insert"":""\n""},{""attributes"":{""size"":""large""},""insert"":""Vous n’aurez pas besoin d’importer de données. L’objectif est plutôt de ""},{""attributes"":{""size"":""large"",""bold"":true},""insert"":""manipuler, mettre en page et structurer""},{""attributes"":{""size"":""large""},""insert"":"" les informations existantes afin d’en faciliter la lecture et la gestion par les agents de bibliothèque.""},{""insert"":""\n\n""},{""attributes"":{""size"":""large""},""insert"":""Tout au long des exercices, vous découvrirez différentes vues (tableur, fiche, graphique, etc.) et comment en tirer parti pour rendre les données plus claires et plus accessibles.""},{""insert"":""\n\n""},{""attributes"":{""size"":""large""},""insert"":""L'intérêt de ce cahier de formation est de pouvoir le manipuler, modifier, supprimer, etc. Jouez avec l'interface ! ""},{""insert"":""\n\n""},{""attributes"":{""size"":""large""},""insert"":""💡 Si l’interface Grist vous paraît un peu petite, pensez à utiliser la touche ""},{""attributes"":{""size"":""large"",""italic"":true},""insert"":""F11""},{""attributes"":{""size"":""large""},""insert"":"" pour passer en plein écran. Et si vous souhaitez revenir à l’affichage normal, appuyez simplement à nouveau sur ""},{""attributes"":{""size"":""large"",""italic"":true},""insert"":""F11""},{""attributes"":{""size"":""large""},""insert"":"". Une manière simple de profiter de Grist dans les meilleures conditions !""},{""insert"":""\n""}]}","<h3><strong class=""ql-size-large"">Contexte général</strong></h3><p><span class=""ql-size-large"">Vous êtes agent de bibliothèque et vous souhaitez organiser votre collection. Nous allons utiliser Grist ensemble pour vous aider dans cette mission. </span></p><p></p><p><span class=""ql-size-large"">Dans cet atelier, nous avons déjà mis à votre disposition deux bases de données (ou jeux de données) :</span></p><ul><li><ul><li><span class=""ql-size-large"">📚 </span><em class=""ql-size-large"">Données_Livres</em></li><li><span class=""ql-size-large"">✍️ </span><em class=""ql-size-large"">Données_Auteurs</em></li></ul></li></ul><p><span class=""ql-size-large"">Vous n’aurez pas besoin d’importer de données. L’objectif est plutôt de </span><strong class=""ql-size-large"">manipuler, mettre en page et structurer</strong><span class=""ql-size-large""> les informations existantes afin d’en faciliter la lecture et la gestion par les agents de bibliothèque.</span></p><p></p><p><span class=""ql-size-large"">Tout au long des exercices, vous découvrirez différentes vues (tableur, fiche, graphique, etc.) et comment en tirer parti pour rendre les données plus claires et plus accessibles.</span></p><p></p><p><span class=""ql-size-large"">L&#39;intérêt de ce cahier de formation est de pouvoir le manipuler, modifier, supprimer, etc. Jouez avec l&#39;interface ! </span></p><p></p><p><span class=""ql-size-large"">💡 Si l’interface Grist vous paraît un peu petite, pensez à utiliser la touche </span><em class=""ql-size-large"">F11</em><span class=""ql-size-large""> pour passer en plein écran. Et si vous souhaitez revenir à l’affichage normal, appuyez simplement à nouveau sur </span><em class=""ql-size-large"">F11</em><span class=""ql-size-large"">. Une manière simple de profiter de Grist dans les meilleures conditions !</span></p>",https://donnees.incubateur.anct.gouv.fr/toolbox/grist,,https://n8n.projets.erasme.org/webhook/24be03d3-821e-461c-93a1-a79391b360ec/chat,68
1,1,Débutant,Créer une vue,https://videos.grandlyon.com/videos/embed/1758eb2b-145a-460a-aadb-feebcd0fa461,"{""ops"":[{""attributes"":{""size"":""large"",""bold"":true},""insert"":""Exercice 1-1 : Premières manipulations et création de vues""},{""attributes"":{""header"":3},""insert"":""\n""},{""insert"":""\n""},{""attributes"":{""size"":""large"",""underline"":true},""insert"":""🎯 Objectif""},{""attributes"":{""header"":4},""insert"":""\n""},{""attributes"":{""size"":""large""},""insert"":""Cet exercice vous permet de découvrir et manipuler les ""},{""attributes"":{""size"":""large"",""bold"":true},""insert"":""vues ""},{""attributes"":{""size"":""large""},""insert"":""dans Grist. Cela permet de ""},{""attributes"":{""size"":""large"",""bold"":true},""insert"":""choisir la façon la plus adaptée de visualiser vos données ""},{""attributes"":{""size"":""large""},""insert"":""selon ce que vous voulez en faire. Vous pouvez avoir autant de vues différentes que vous le souhaitez de la même donnée.""},{""insert"":""\n\n""},{""attributes"":{""size"":""large"",""underline"":true},""insert"":""🛠️ Étapes à suivre""},{""attributes"":{""header"":4},""insert"":""\n""},{""insert"":""\n""},{""attributes"":{""size"":""large"",""underline"":true},""insert"":""Étape 1 : Création de vues \""Table\""""},{""insert"":""\n""},{""attributes"":{""size"":""large""},""insert"":""Créez une ""},{""attributes"":{""size"":""large"",""bold"":true},""insert"":""première vue""},{""attributes"":{""size"":""large""},""insert"":"" de type ""},{""attributes"":{""size"":""large"",""bold"":true},""insert"":""\""Table\""""},{""attributes"":{""size"":""large""},""insert"":"" associée à ""},{""attributes"":{""size"":""large"",""italic"":true},""insert"":""Livres :""},{""insert"":""\n""},{""attributes"":{""size"":""large""},""insert"":""Appuyez sur \""Nouveau +\"" dans le menu en haut à gauche""},{""attributes"":{""list"":""bullet""},""insert"":""\n""},{""attributes"":{""size"":""large""},""insert"":""Appuyez sur \""Ajouter une vue à la page\""""},{""attributes"":{""list"":""bullet""},""insert"":""\n""},{""attributes"":{""size"":""large""},""insert"":""Un menu s'ouvre avec 2 sections : \""Choisir la vue\"" et \""Choisir les données sources\""""},{""attributes"":{""list"":""bullet""},""insert"":""\n""},{""attributes"":{""size"":""large""},""insert"":""Choisissez la vue \""""},{""attributes"":{""size"":""large"",""bold"":true},""insert"":""Table""},{""attributes"":{""size"":""large""},""insert"":""\""""},{""attributes"":{""list"":""bullet""},""insert"":""\n""},{""attributes"":{""size"":""large""},""insert"":""Choisissez la donnée source ""},{""attributes"":{""size"":""large"",""italic"":true},""insert"":""Données_Livres""},{""attributes"":{""list"":""bullet""},""insert"":""\n""},{""attributes"":{""size"":""large""},""insert"":""Appuyez sur \""Ajouter à la page\""""},{""attributes"":{""list"":""bullet""},""insert"":""\n""},{""insert"":""\n""},{""attributes"":{""size"":""large""},""insert"":""Cette présentation ressemble à ""},{""attributes"":{""size"":""large"",""bold"":true},""insert"":""celle d'un tableur classique""},{""attributes"":{""size"":""large""},""insert"":"".""},{""insert"":""\n\n""},{""attributes"":{""size"":""large"",""underline"":true},""insert"":""Étape 2 : Création d'une vue \""Fiche\""""},{""insert"":""\n""},{""attributes"":{""size"":""large""},""insert"":""Créez une ""},{""attributes"":{""size"":""large"",""bold"":true},""insert"":""deuxième vue""},{""attributes"":{""size"":""large""},""insert"":"" de type ""},{""attributes"":{""size"":""large"",""bold"":true},""insert"":""\""Fiche\""""},{""attributes"":{""size"":""large""},""insert"":"" associée à ""},{""attributes"":{""size"":""large"",""italic"":true},""insert"":""Livres :""},{""insert"":""\n""},{""attributes"":{""size"":""large""},""insert"":""Appuyez sur \""Nouveau +\"" dans le menu en haut à gauche""},{""attributes"":{""list"":""bullet""},""insert"":""\n""},{""attributes"":{""size"":""large""},""insert"":""Appuyez sur \""Ajouter une vue à la page\""""},{""attributes"":{""list"":""bullet""},""insert"":""\n""},{""attributes"":{""size"":""large""},""insert"":""Un menu s'ouvre avec 2 sections : \""Choisir la vue\"" et \""Choisir les données sources\""""},{""attributes"":{""list"":""bullet""},""insert"":""\n""},{""attributes"":{""size"":""large""},""insert"":""Choisissez la vue \""""},{""attributes"":{""size"":""large"",""bold"":true},""insert"":""Fiche""},{""attributes"":{""size"":""large""},""insert"":""\""""},{""attributes"":{""list"":""bullet""},""insert"":""\n""},{""attributes"":{""size"":""large""},""insert"":""Choisissez la donnée source ""},{""attributes"":{""size"":""large"",""italic"":true},""insert"":""Données_Livres""},{""attributes"":{""list"":""bullet""},""insert"":""\n""},{""attributes"":{""size"":""large""},""insert"":""Appuyez sur \""Ajouter à la page\""""},{""attributes"":{""list"":""bullet""},""insert"":""\n""},{""insert"":""\n""},{""attributes"":{""size"":""large""},""insert"":""Cette présentation sous forme de fiche est ""},{""attributes"":{""size"":""large"",""bold"":true},""insert"":""pratique lorsqu’il y a beaucoup de colonnes""},{""attributes"":{""size"":""large""},""insert"":"", car elle permet de ""},{""attributes"":{""size"":""large"",""bold"":true},""insert"":""lire les informations d'une ligne à la fois""},{""attributes"":{""size"":""large""},""insert"":"", présentées autrement.""},{""insert"":""\n\n""},{""attributes"":{""size"":""large""},""insert"":""Vous pouvez cliquer sur les flèches en haut de la fiche pour ""},{""attributes"":{""size"":""large"",""bold"":true},""insert"":""faire défiler les livres""},{""attributes"":{""size"":""large""},""insert"":"" facilement.""},{""insert"":""\n""}]}","<h3><strong class=""ql-size-large"">Exercice 1-1 : Premières manipulations et création de vues</strong></h3><p></p><h4><u class=""ql-size-large"">🎯 Objectif</u></h4><p><span class=""ql-size-large"">Cet exercice vous permet de découvrir et manipuler les </span><strong class=""ql-size-large"">vues </strong><span class=""ql-size-large"">dans Grist. Cela permet de </span><strong class=""ql-size-large"">choisir la façon la plus adaptée de visualiser vos données </strong><span class=""ql-size-large"">selon ce que vous voulez en faire. Vous pouvez avoir autant de vues différentes que vous le souhaitez de la même donnée.</span></p><p></p><h4><u class=""ql-size-large"">🛠️ Étapes à suivre</u></h4><p></p><p><u class=""ql-size-large"">Étape 1 : Création de vues &quot;Table&quot;</u></p><p><span class=""ql-size-large"">Créez une </span><strong class=""ql-size-large"">première vue</strong><span class=""ql-size-large""> de type </span><strong class=""ql-size-large"">&quot;Table&quot;</strong><span class=""ql-size-large""> associée à </span><em class=""ql-size-large"">Livres :</em></p><ul><li><span class=""ql-size-large"">Appuyez sur &quot;Nouveau +&quot; dans le menu en haut à gauche</span></li><li><span class=""ql-size-large"">Appuyez sur &quot;Ajouter une vue à la page&quot;</span></li><li><span class=""ql-size-large"">Un menu s&#39;ouvre avec 2 sections : &quot;Choisir la vue&quot; et &quot;Choisir les données sources&quot;</span></li><li><span class=""ql-size-large"">Choisissez la vue &quot;</span><strong class=""ql-size-large"">Table</strong><span class=""ql-size-large"">&quot;</span></li><li><span class=""ql-size-large"">Choisissez la donnée source </span><em class=""ql-size-large"">Données_Livres</em></li><li><span class=""ql-size-large"">Appuyez sur &quot;Ajouter à la page&quot;</span></li></ul><p></p><p><span class=""ql-size-large"">Cette présentation ressemble à </span><strong class=""ql-size-large"">celle d&#39;un tableur classique</strong><span class=""ql-size-large"">.</span></p><p></p><p><u class=""ql-size-large"">Étape 2 : Création d&#39;une vue &quot;Fiche&quot;</u></p><p><span class=""ql-size-large"">Créez une </span><strong class=""ql-size-large"">deuxième vue</strong><span class=""ql-size-large""> de type </span><strong class=""ql-size-large"">&quot;Fiche&quot;</strong><span class=""ql-size-large""> associée à </span><em class=""ql-size-large"">Livres :</em></p><ul><li><span class=""ql-size-large"">Appuyez sur &quot;Nouveau +&quot; dans le menu en haut à gauche</span></li><li><span class=""ql-size-large"">Appuyez sur &quot;Ajouter une vue à la page&quot;</span></li><li><span class=""ql-size-large"">Un menu s&#39;ouvre avec 2 sections : &quot;Choisir la vue&quot; et &quot;Choisir les données sources&quot;</span></li><li><span class=""ql-size-large"">Choisissez la vue &quot;</span><strong class=""ql-size-large"">Fiche</strong><span class=""ql-size-large"">&quot;</span></li><li><span class=""ql-size-large"">Choisissez la donnée source </span><em class=""ql-size-large"">Données_Livres</em></li><li><span class=""ql-size-large"">Appuyez sur &quot;Ajouter à la page&quot;</span></li></ul><p></p><p><span class=""ql-size-large"">Cette présentation sous forme de fiche est </span><strong class=""ql-size-large"">pratique lorsqu’il y a beaucoup de colonnes</strong><span class=""ql-size-large"">, car elle permet de </span><strong class=""ql-size-large"">lire les informations d&#39;une ligne à la fois</strong><span class=""ql-size-large"">, présentées autrement.</span></p><p></p><p><span class=""ql-size-large"">Vous pouvez cliquer sur les flèches en haut de la fiche pour </span><strong class=""ql-size-large"">faire défiler les livres</strong><span class=""ql-size-large""> facilement.</span></p>",https://support.getgrist.com/fr/page-widgets/#widgets-de-page,https://videos.grandlyon.com/videos/embed/72owsqzWu4uBn1w6cgsMA2,https://n8n.projets.erasme.org/webhook/24be03d3-821e-461c-93a1-a79391b360ec/chat,1
